,Property Address,Property Area,Property Type,Property Link,Image Links,Property Description,Key Features,Agent Names,Agent Mails,Agent Contacts,Property File Link
108,"Pt 1st Floor, 30 Tower View, Kings Hill, West Malling, Kent, ME19 4UY","10,782 Sq Ft (1,001.65 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1985/Pt-1st-Floor-30-Tower-View-Kings-Hill-West-Malling-Kent-ME19-4UY-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8941_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8940_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8938_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8939_web.jpg,"TO LET - AIR CONDITIONED FIRST FLOOR SUITE. Kings Hill is 2 miles from Junction 4 of the M20 which leads to the M26/M25 and from there to Heathrow, Gatwick, Stansted and City airports. Ebbsfleet International is just 25 minutes by road. Free parking, plus car share scheme and bus link to West Malling for Kings Hill railway station, with services into London, are wecombed by clients and staff alike.",Full height glazed atria with communal meeting areas;Four pipe fan coil air conditioning with new fan decks and chiller units;Carpeted raised floors;Compliant lighting;WCs with full height closets and granite finishes,STEVE RICHMOND,mailto:stephen.richmond@altusgroup.com,tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7167_eukd0a35zzu2aq46&filename=Kings%20Hill%20-%20Tower%20View%2030.pdf
109,"Pt 1st Floor, 30 Tower View, Kings Hill, West Malling, Kent, ME19 4UY","7,224 Sq Ft (671.11 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1984/Pt-1st-Floor-30-Tower-View-Kings-Hill-West-Malling-Kent-ME19-4UY-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+8936_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8937_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8933_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8935_web.jpg,"TO LET - AIR CONDITIONED FIRST FLOOR SUITE. Kings Hill is 2 miles from Junction 4 of the M20 which leads to the M26/M25 and from there to Heathrow, Gatwick, Stansted and City airports. Ebbsfleet International is just 25 minutes by road. Free parking, plus car share scheme and bus link to West Malling for Kings Hill railway station, with services into London, are wecombed by clients and staff alike.",Full height glazed atria with communal meeting areas;Four pipe fan coil air conditioning with new fan decks and chiller units;Carpeted raised floors;Compliant lighting;WCs with full height closets and granite finishes,STEVE RICHMOND,mailto:stephen.richmond@altusgroup.com,tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7166_1l933446a00h69zf&filename=Kings%20Hill%20-%20Tower%20View%2030.pdf
110,"Part 1st Floor, 11 Tower View, Kings Hill, West Malling, Kent, ME19 4UJ","5,092 Sq Ft (473.05 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1983/Part-1st-Floor-11-Tower-View-Kings-Hill-West-Malling-Kent-ME19-4UJ-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8930_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8931_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8932_web.jpg,"TO LET - PART FIRST FLOOR OFFICE SUITE IN A 2-STOREY AIR CONDITIONED OFFICE BUILDING. Kings Hill is 2 miles from Junction 4 of the M20 which leads to the M26/M25 and from there to Heathrow, Gatwick, Stansted and City airports. Ebbsfleet International is just 25 minutes by road. Free parking, plus car share scheme and shuttle bus link to West Malling for Kings Hill railway station, with services into London, are welcomed by visitors and staff alike.","Impressive glass atrium entrance and lobby area;VAV air conditioning;Suspended ceilings with recessed lighting;Carpeted raised floors;13 person passenger lift;Communal WC cores, plus disabled and shower facilities",STEVE RICHMOND,mailto:stephen.richmond@altusgroup.com,tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7165_6d9oz09r97v8wx47&filename=Kings%20Hill%20-%20Tower%20View%2011.pdf
111,"Prt Gnd Floor, 11 Tower View, Kings Hill, West Malling, Kent, ME19 4UY","11,036 Sq Ft (1,025.24 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1982/Prt-Gnd-Floor-11-Tower-View-Kings-Hill-West-Malling-Kent-ME19-4UY-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8925_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8926_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8928_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8927_web.jpg,"TO LET - PART GROUND FLOOR OFFICE SUITE IN A 2-STOREY AIR CONDITIONED OFFICE BUILDING. Kings Hill is 2 miles from Junction 4 of the M20 which leads to the M26/M25 and from there to Heathrow, Gatwick, Stansted and City airports. Ebbsfleet International is just 25 minutes by road. Free parking, plus car share scheme and shuttle bus link to West Malling for Kings Hill railway station, with services into London, are welcomed by visitors and staff alike.","Impressive glass atrium entrance and lobby area;VAV air conditioning;Suspended ceilings with recessed lighting;Carpeted raised floors;13 person passenger lift;Communal WC cores, plus disabled and shower facilities",STEVE RICHMOND,mailto:stephen.richmond@altusgroup.com,tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7164_2lfv5bqut6q5jp8o&filename=Kings%20Hill%20-%20Tower%20View%2011.pdf
112,"Unit F3, Belvedere Point, Crabtree Manorway North, Belvedere, Kent, DA17 6AX","2,791 Sq Ft (259.28 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1976/Unit-F3-Belvedere-Point-Crabtree-Manorway-North-Belvedere-Kent-DA17-6AX-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8885_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8883_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8884_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8887_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8886_web.jpg,TO LET - HIGH QUALITY INDUSTRIAL / WAREHOUSE UNITS AVAILABLE. Belvedere Point is a high quality development of 19 small industrial / warehouse units on a self-contained site.,5-6m Clear internal height;20KN/sq m Reinforced concrete floor;Electronic overhead loading doors;Shell units fitted with accessible WC;3 phase power supply;8m yard depth;Allocated car parking spaces,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7368_iattnp2pk9b4om4c&filename=Belvedere%20-%20Belvedere%20Point%20brochure%20new.pdf
113,"Unit 21, Optima Park, Thames Road, Crayford, Dartford, Kent, DA1 4QX","9,755 Sq Ft (906.24 Sq M)",TO LET / FOR SALE,https://propertysearch.altusgroup.com/property/details/1953/Unit-21-Optima-Park-Thames-Road-Crayford-Dartford-Kent-DA1-4QX-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8746_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8748_web.jpg,"FOR SALE/MAY LET INDUSTRIAL WAREHOUSE. Optima Park is prominently located with visibility from Thames Road (A206) in an established trade and industrial location west of Dartford town centre. The A206, linking with the A2016, provides a continuous dual carriageway route from the M25 junction 1a through to the Blackwall Tunnel and Optima Park is accessed directly from this strategic route. The Trade Park occupiers include Magnet, Edmundson Electrical, Euro Car Parts, HGV Direct, Plumb 4 Less and Blakeley Electrical.",7.2m clear internal height;37.5kN/sq m floor loading capacity;Heated first floor offices and kitchen area;3 phase power;Generous yard and parking;4.5m electric access door,STEWART SMITH,mailto:stewart.smith@altusgroup.com,tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7505_me901tqum14b35x7&filename=Crayford%20-%20Optima%20Park%20Unit%2021.pdf
114,"Unit D, Fleming Centre, Fleming Way, Crawley, West Sussex, RH10 9NN","14,323 Sq Ft (1,330.61 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1948/Unit-D-Fleming-Centre-Fleming-Way-Crawley-West-Sussex-RH10-9NN-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8712_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8711_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8710_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8713_web.jpg,LIGHT INDUSTRIAL / WAREHOUSE UNIT - TO BE REFURBISHED - TO LET. The property is a detached unit of steel portal frame construction with block infill and profiled steel elevations. There is a sectional up and over loading door. Internally there are offices at both ground and first floor levels as well as a useful mezzanine floor. Externally there is a forecourt area and 38 private car parking spaces. This unit is to be refurbished.,"To be fully refurbished;Surface level loading;Mezzanine floor in situ;Minimum eaves height 5.6m, Maximum eaves height 6.8m;Substantial ground and first floor offices;38 Car parking spaces",ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7087_ugesnm9gn3qs5959&filename=Details%20-%20Unit%20D%20Fleming%20Centre%2C%20Crawley.pdf
115,"Unit B1, Fleming Centre, Fleming Way, Crawley, West Sussex, RH10 9NN","12,143 Sq Ft (1,128.08 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1947/Unit-B1-Fleming-Centre-Fleming-Way-Crawley-West-Sussex-RH10-9NN-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8707_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8709_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8708_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8706_web.jpg,INDUSTRIAL / WAREHOUSE UNIT - TO LET. The property is a semi-detached unit of steel portal frame construction with block infill and profiled steel elevations. There is a sectional up and over loading door with canopied loading. Internally there are offices at both ground and first floor levels. Externally there is a forecourt area and 18 private car parking spaces. Unit B1 is now refurbished and ready for occupation.,"Fully refurbished;Surface level loading;LED lighting;Minimum eaves height 5.6m , Maximum eaves height 6.8m;Ground and first floor offices;18 Car parking spaces",ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7086_m1cf12t2q6007889&filename=Details%20-%20Unit%20B1%20Fleming%20Centre%2C%20Crawley.pdf
116,"Unit 8, Orchard Business Centre, Bonehurst Road, Redhill, Surrey, RH1 5EL","16,615 Sq Ft (1,543.53 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1925/Unit-8-Orchard-Business-Centre-Bonehurst-Road-Redhill-Surrey-RH1-5EL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8595_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8593_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8596_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8594_web.jpg,"INDUSTRIAL / WAREHOUSE UNIT - TO LET. Part of a modern detached steel framed unit with sectional loading doors, shared yard and on-site parking. Nearby occupiers include Selco DHL Tradeteam Howdens Amazon.",5 loading doors;Large shared yard to rear;Eaves height 6.1m;26 On site Car Parking Spaces,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7235_dkl1n4z09k0pe6wt&filename=Details%20-%20Unit%208%20Orchard%20Business%20Centre.pdf
117,"Unit 37, Acorn Industrial Park, Crayford Road, Crayford, Dartford, Kent, DA1 4AL","1,894 Sq Ft (175.95 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1921/Unit-37-Acorn-Industrial-Park-Crayford-Road-Crayford-Dartford-Kent-DA1-4AL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8581_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8579_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8580_web.jpg,"TO LET - COMING SOON (Q4 2021) - MODERN INDUSTRIAL / WAREHOUSE UNIT TO BE REFURBISHED. Acorn Industrial Park is located in Crayford town centre close to the mainline station which provides regular services into London Bridge, Cannon Street and Charing Cross stations.",24 hour access and on site security;High speed broadband;Mainline station close by;To be refurbished,STEWART SMITH;STEVE RICHMOND,mailto:stewart.smith@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07841460308;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6972_v1d4ou50v64sndw3&filename=Crayford%20-%20Acorn%20Unit%2037.pdf
118,"Unit 20, Barwell Business Park, Leatherhead Road, Chessington, Surrey, KT9 2NY","4,780 Sq Ft (444.06 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1917/Unit-20-Barwell-Business-Park-Leatherhead-Road-Chessington-Surrey-KT9-2NY-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8564_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8565_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8563_web.jpg,REFURBISHED INDUSTRIAL / WAREHOUSE UNIT - TO LET. Unit 20 is a mid-terrace warehouse / production unit benefitting from the following amenities:,Excellent parking spaces;Gas and 3 phase power;Separate kitchenette;Electrically operated roller shutter door;WC facilities;Minimum height of 4.4m to the underside of the haunch rising to 5.96m at the apex;On-site manager 24 hour security;Park-wide CCTV and vehicle plate recognition;On-site bakery / sandwich bar,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6965_gre97vki07559m33&filename=Brochure%20-%20Unit%2020%20Barwell%20Business%20Park.pdf
119,"1-9 Station Road, Horley, Surrey, RH6 9HW","21,190 Sq Ft (1,968.55 Sq M)",FOR SALE,https://propertysearch.altusgroup.com/property/details/1910/1-9-Station-Road-Horley-Surrey-RH6-9HW-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8528_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8527_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8530_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8529_web.jpg,"FORMER BUILDER'S MERCHANT - FOR SALE (MAY LET). The property is of inter-war construction with later additions, and comprises a former builder's merchant with workshop and store to the rear. The 21,190 sq ft (GEA) building sits on a 0.94 acre site.",Prominent position in town centre;0.94 acre secure site;24/7 permitted use;Existing trade counter showroom;Large yard to front,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7085_f8xrx0d27kl75x6e&filename=Details%20-%201-9%20Station%20Road%2C%20Horley.pdf
120,"Hawley Mill, Hawley Road, Dartford, Kent, DA2 7SY","2,500 - 8,729 Sq Ft (232.25 - 810.92 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1901/Hawley-Mill-Hawley-Road-Dartford-Kent-DA2-7SY-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+8484_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8483_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png,"TO LET - OFFICE PREMISES WITH ANCILLARY STORAGE (AVAILABLE AS A WHOLE OR IN PARTS). The premises are conveniently located on Hawley Road, which connects with Princes Road (A225) which in turn leads to junction 1b of the M26 less than 2.4 miles away. Dartford town centre is approximately 2.3 miles to the north and there is a regular bus service that runs along Hawley Road.",On site canteen;Male/female/disabled WCs and shower facilities;Generous on site car parking;Air conditioned offices;Ancillary storage and workshop space;12.67m height for warehouse;Solar panels;Electric car charging points,CHRIS BIRCH;STEVE RICHMOND,mailto:chris.birch@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07976 681951;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6917_2agv53z856t61673&filename=Dartford%20-%20Hawley%20Mill.pdf
